Location,Site,date,year,time,depth,transect,width,Family,Functional Group,species,length,number,a,b,Biomass,Total Biomass(kg)
Adarai,Site.3,09/12/16,2016,1130,5-10m,3,5,Lutjanidae,Piscivore,lut.rivu,25,1,0.0084,3.26,303.1,0.3031
Adarai,Site.3,09/12/16,2016,1130,5-10m,3,5,Lutjanidae,Piscivore,lut.rivu,27,1,0.0084,3.26,389.5,0.3895
Adarai,Site.3,09/12/16,2016,1130,5-10m,3,5,Lutjanidae,Piscivore,lut.decu,18,1,0.0151,3.057,103.8,0.1038
Adarai,Site.3,09/12/16,2016,1130,5-10m,3,5,Lutjanidae,Piscivore,lut.decu,22,1,0.0151,3.057,191.8,0.1918
Adarai,Site.3,09/12/16,2016,1130,5-10m,3,5,Lutjanidae,Piscivore,lut.lemn,26,1,0.0222,2.913,293.9,0.2939
Adarai,Site.3,09/12/16,2016,1130,5-10m,3,5,Pomacanthidae,Grazer,poc.semi,40,1,0.0669,2.724,1546.8,1.5468
Adarai,Site.3,09/12/16,2016,1130,5-10m,3,5,Pomacanthidae,Grazer,poc.semi,36,1,0.0669,2.724,1160.9,1.1609
Adarai,Site.3,09/12/16,2016,1130,5-10m,3,5,Balistidae,Grazer,blp.undu,17,1,0.0374,2.919,146.1,0.1461
Adarai,Site.3,09/12/16,2016,1130,5-10m,3,5,Balistidae,Grazer,blp.undu,23,1,0.0374,2.919,353.0,0.3530
Adarai,Site.3,09/12/16,2016,1130,5-10m,3,5,Chaetodontidae,Grazer,cha.vaga,14,1,0.0278,2.973,71.0,0.0710
Adarai,Site.3,09/12/16,2016,1130,5-10m,3,5,Mullidae,Grubber,par.indi,28,1,0.0142,3.114,455.8,0.4558
Adarai,Site.3,09/12/16,2016,1130,5-10m,3,5,Labridae,Picker,che.tril,23,1,0.0197,2.993,234.5,0.2345
Adarai,Site.3,09/12/16,2016,1130,5-10m,3,5,Caesionidae,Planktivore,pte.tile,12,40,0.0092,3.234,28.4,1.1374
Adarai,Site.3,09/12/16,2016,1130,5-10m,3,5,Caesionidae,Planktivore,pte.caer,18,35,0.0092,3.234,105.5,3.6932
Adarai,Site.3,09/12/16,2016,1130,5-10m,3,5,Scaridae,Grazer,sca.psit,16,1,0.0105,3.319,104.2,0.1042
Adarai,Site.3,09/12/16,2016,1130,5-10m,3,5,Scaridae,Grazer,sca.psit,15,1,0.0105,3.319,84.1,0.0841
Adarai,Site.3,09/12/16,2016,1130,5-10m,3,5,Acanthuridae,Grubber,cte.stri,20,1,0.0231,3.063,223.2,0.2232
Adarai,Site.3,09/12/16,2016,1130,5-10m,3,5,Acanthuridae,Grubber,cte.stri,18,1,0.0231,3.063,161.6,0.1616
Adarai,Site.3,09/12/16,2016,1130,5-10m,3,5,Acanthuridae,Grubber,cte.stri,17,1,0.0231,3.063,135.7,0.1357
Adarai,Site.3,09/12/16,2016,1130,5-10m,3,5,Acanthuridae,Grazer,nas.unic,45,5,0.0179,3.035,1863.6,9.3180
Adarai,Site.3,09/12/16,2016,1130,5-10m,3,5,Acanthuridae,Grazer,nas.unic,14,1,0.0179,3.035,53.9,0.0539
Adarai,Site.3,09/12/16,2016,1130,5-10m,3,5,Acanthuridae,Grazer,nas.unic,12,1,0.0179,3.035,33.7,0.0337
Adarai,Site.3,09/12/16,2016,1130,5-10m,3,5,Acanthuridae,Grazer,aca.xant,28,1,0.0267,2.984,555.7,0.5557
Adarai,Site.3,09/12/16,2016,1130,5-10m,4,5,Serranidae,Piscivore,cep.argu,30,1,0.0093,3.181,464.7,0.4647
Adarai,Site.3,09/12/16,2016,1130,5-10m,4,5,Serranidae,Piscivore,cep.urod,18,1,0.0282,2.818,97.2,0.0972
Adarai,Site.3,09/12/16,2016,1130,5-10m,4,5,Serranidae,Piscivore,cep.urod,20,1,0.0282,2.818,130.8,0.1308
Adarai,Site.3,09/12/16,2016,1130,5-10m,4,5,Serranidae,Piscivore,cep.urod,23,1,0.0282,2.818,193.9,0.1939
Adarai,Site.3,09/12/16,2016,1130,5-10m,4,5,Serranidae,Piscivore,epi.merr,28,1,0.0158,2.966,309.7,0.3097
Adarai,Site.3,09/12/16,2016,1130,5-10m,4,5,Lutjanidae,Piscivore,lut.fulv,27,1,0.0205,2.96,353.7,0.3537
Adarai,Site.3,09/12/16,2016,1130,5-10m,4,5,Lutjanidae,Piscivore,lut.fulv,30,1,0.0205,2.96,483.1,0.4831
Adarai,Site.3,09/12/16,2016,1130,5-10m,4,5,Serranidae,Piscivore,epi.fasc,28,1,0.0138,3.041,347.3,0.3473
Adarai,Site.3,09/12/16,2016,1130,5-10m,4,5,Lutjanidae,Piscivore,lut.gibb,18,14,0.0131,3.138,113.8,1.5938
Adarai,Site.3,09/12/16,2016,1130,5-10m,4,5,Lutjanidae,Piscivore,lut.rivu,20,1,0.0084,3.26,146.4,0.1464
Adarai,Site.3,09/12/16,2016,1130,5-10m,4,5,Lutjanidae,Piscivore,lut.rivu,28,1,0.0084,3.26,438.5,0.4385
Adarai,Site.3,09/12/16,2016,1130,5-10m,4,5,Lutjanidae,Piscivore,lut.decu,26,1,0.0151,3.057,319.6,0.3196
Adarai,Site.3,09/12/16,2016,1130,5-10m,4,5,Lutjanidae,Piscivore,lut.lunu,26,1,0.0222,2.913,293.9,0.2939
Adarai,Site.3,09/12/16,2016,1130,5-10m,4,5,Balistidae,Grazer,blp.undu,14,1,0.0374,2.919,82.9,0.0829
Adarai,Site.3,09/12/16,2016,1130,5-10m,4,5,Balistidae,Grazer,blp.undu,18,1,0.0374,2.919,172.6,0.1726
Adarai,Site.3,09/12/16,2016,1130,5-10m,4,5,Labridae,Picker,che.tril,26,1,0.0197,2.993,338.4,0.3384
Adarai,Site.3,09/12/16,2016,1130,5-10m,4,5,Labridae,Picker,che.tril,28,1,0.0197,2.993,422.5,0.4225
Adarai,Site.3,09/12/16,2016,1130,5-10m,4,5,Acanthuridae,Grubber,cte.stri,12,1,0.0231,3.063,46.7,0.0467
Adarai,Site.3,09/12/16,2016,1130,5-10m,4,5,Acanthuridae,Grubber,cte.stri,14,1,0.0231,3.063,74.9,0.0749
Adarai,Site.3,09/12/16,2016,1130,5-10m,4,5,Acanthuridae,Grubber,cte.stri,17,2,0.0231,3.063,135.7,0.2713
Adarai,Site.3,09/12/16,2016,1130,5-10m,4,5,Acanthuridae,Grubber,cte.stri,18,1,0.0231,3.063,161.6,0.1616
Adarai,Site.3,09/12/16,2016,1130,5-10m,4,5,Acanthuridae,Grubber,cte.stri,20,1,0.0231,3.063,223.2,0.2232
Adarai,Site.3,09/12/16,2016,1130,5-10m,4,5,Balistidae,Grazer,bal.viri,35,2,0.0244,3.018,1115.3,2.2306
Adarai,Site.3,09/12/16,2016,1130,5-10m,4,5,Nemipteridae,Grubber,sco.bili,23,3,0.0138,3.174,289.7,0.8692
Adarai,Site.3,09/12/16,2016,1130,5-10m,4,5,Lethrinidae,Grubber,let.hara,24,12,0.0179,2.995,243.5,2.9226
Adarai,Site.3,09/12/16,2016,1130,5-10m,1,1,Labridae,Picker,lab.dimi,6,1,0.0059,3.231,1.9,0.0019
Adarai,Site.3,09/12/16,2016,1130,5-10m,1,1,Labridae,Picker,tha.luna,9,1,0.0211,2.832,10.6,0.0106
Adarai,Site.3,09/12/16,2016,1130,5-10m,1,1,Labridae,Picker,tha.luna,10,3,0.0211,2.832,14.3,0.0430
Adarai,Site.3,09/12/16,2016,1130,5-10m,1,1,Labridae,Picker,hal.timo,6,3,0.0093,3.262,3.2,0.0096
Adarai,Site.3,09/12/16,2016,1130,5-10m,1,1,Labridae,Picker,hal.timo,7,4,0.0093,3.262,5.3,0.0212
Adarai,Site.3,09/12/16,2016,1130,5-10m,1,1,Labridae,Picker,hal.timo,8,1,0.0093,3.262,8.2,0.0082
Adarai,Site.3,09/12/16,2016,1130,5-10m,1,1,Pomacentridae,Planktivore,pom.coel,6,3,0.028,3.024,6.3,0.0189
Adarai,Site.3,09/12/16,2016,1130,5-10m,1,1,Pomacentridae,Planktivore,pom.auri,6,2,0.028,3.024,6.3,0.0126
Adarai,Site.3,09/12/16,2016,1130,5-10m,1,1,Pomacentridae,Planktivore,pom.phil,7,1,0.028,3.024,10.1,0.0101
Adarai,Site.3,09/12/16,2016,1130,5-10m,1,1,Pomacentridae,Planktivore,pom.phil,8,2,0.028,3.024,15.1,0.0301
Adarai,Site.3,09/12/16,2016,1130,5-10m,1,1,Pomacentridae,Planktivore,chr.atri,6,2,0.0229,3.175,6.8,0.0135
Adarai,Site.3,09/12/16,2016,1130,5-10m,1,1,Pomacentridae,Planktivore,chr.webe,7,14,0.0229,3.175,11.0,0.1546
Adarai,Site.3,09/12/16,2016,1130,5-10m,1,1,Pomacentridae,Planktivore,chr.webe,8,9,0.0229,3.175,16.9,0.1518
Adarai,Site.3,09/12/16,2016,1130,5-10m,1,1,Pomacentridae,Planktivore,chr.webe,9,1,0.0229,3.175,24.5,0.0245
Adarai,Site.3,09/12/16,2016,1130,5-10m,1,1,Pomacentridae,Planktivore,chr.marg,5,5,0.0229,3.175,3.8,0.0190
Adarai,Site.3,09/12/16,2016,1130,5-10m,1,1,Pomacentridae,Planktivore,chr.marg,6,23,0.0229,3.175,6.8,0.1557
Adarai,Site.3,09/12/16,2016,1130,5-10m,1,1,Pomacanthidae,Grazer,cen.bico,9,1,0.0745,2.577,21.4,0.0214
Adarai,Site.3,09/12/16,2016,1130,5-10m,2,1,Labridae,Picker,lab.dimi,6,1,0.0059,3.239,2.0,0.0020
Adarai,Site.3,09/12/16,2016,1130,5-10m,2,1,Labridae,Picker,lab.dimi,7,1,0.0059,3.239,3.2,0.0032
Adarai,Site.3,09/12/16,2016,1130,5-10m,2,1,Labridae,Picker,tha.luna,12,1,0.0211,2.832,24.0,0.0240
Adarai,Site.3,09/12/16,2016,1130,5-10m,2,1,Labridae,Picker,bod.meso,12,1,0.0108,3.173,28.7,0.0287
Adarai,Site.3,09/12/16,2016,1130,5-10m,2,1,Labridae,Picker,hal.timo,6,2,0.0093,3.262,3.2,0.0064
Adarai,Site.3,09/12/16,2016,1130,5-10m,2,1,Labridae,Picker,hal.timo,8,3,0.0093,3.262,8.2,0.0246
Adarai,Site.3,09/12/16,2016,1130,5-10m,2,1,Labridae,Picker,hal.timo,10,2,0.0093,3.262,17.0,0.0340
Adarai,Site.3,09/12/16,2016,1130,5-10m,2,1,Pomacentridae,Grazer,neg.nigr,9,1,0.0178,3.182,19.4,0.0194
Adarai,Site.3,09/12/16,2016,1130,5-10m,2,1,Pomacentridae,Grazer,chy.talb,5,1,0.026,2.926,2.9,0.0029
Adarai,Site.3,09/12/16,2016,1130,5-10m,2,1,Pomacentridae,Planktivore,pom.lepi,7,1,0.0215,3.21,11.1,0.0111
Adarai,Site.3,09/12/16,2016,1130,5-10m,2,1,Pomacentridae,Planktivore,pom.coel,6,1,0.028,3.024,6.3,0.0063
Adarai,Site.3,09/12/16,2016,1130,5-10m,2,1,Pomacentridae,Planktivore,pom.auri,6,4,0.028,3.024,6.3,0.0253
Adarai,Site.3,09/12/16,2016,1130,5-10m,2,1,Pomacentridae,Planktivore,chr.webe,7,1,0.0229,3.175,11.0,0.0110
Adarai,Site.3,09/12/16,2016,1130,5-10m,2,1,Pomacentridae,Planktivore,chr.webe,8,1,0.0229,3.175,16.9,0.0169
Adarai,Site.3,09/12/16,2016,1130,5-10m,2,1,Pomacentridae,Planktivore,chr.webe,9,3,0.0229,3.175,24.5,0.0736
Adarai,Site.3,09/12/16,2016,1130,5-10m,2,1,Pomacentridae,Planktivore,chr.marg,5,1,0.0229,3.175,3.8,0.0038
Adarai,Site.3,09/12/16,2016,1130,5-10m,2,1,Pomacentridae,Planktivore,chr.marg,6,4,0.0229,3.175,6.8,0.0271
Adarai,Site.3,09/12/16,2016,1130,5-10m,2,1,Pomacentridae,Planktivore,chr.marg,7,1,0.0229,3.175,11.0,0.0110
Adarai,Site.3,09/12/16,2016,1130,5-10m,2,1,Pomacanthidae,Grazer,cen.vrol,7,1,0.0745,2.577,11.2,0.0112
Adarai,Site.3,09/12/16,2016,1130,5-10m,3,1,Labridae,Picker,tha.luna,14,1,0.0211,2.832,37.2,0.0372
Adarai,Site.3,09/12/16,2016,1130,5-10m,3,1,Labridae,Picker,hal.timo,5,1,0.0093,3.262,1.8,0.0018
Adarai,Site.3,09/12/16,2016,1130,5-10m,3,1,Labridae,Picker,hal.timo,6,4,0.0093,3.262,3.2,0.0128
Adarai,Site.3,09/12/16,2016,1130,5-10m,3,1,Labridae,Picker,hal.timo,7,4,0.0093,3.262,5.3,0.0212
Adarai,Site.3,09/12/16,2016,1130,5-10m,3,1,Labridae,Picker,hal.timo,8,2,0.0093,3.262,8.2,0.0164
Adarai,Site.3,09/12/16,2016,1130,5-10m,3,1,Labridae,Picker,hal.timo,9,1,0.0093,3.262,12.1,0.0121
Adarai,Site.3,09/12/16,2016,1130,5-10m,3,1,Pempheridae,Planktivore,pem.spp,11,25,0.0078,3.127,14.1,0.3519
Adarai,Site.3,09/12/16,2016,1130,5-10m,3,1,Pempheridae,Planktivore,pem.spp,9,12,0.0078,3.127,7.5,0.0902
Adarai,Site.3,09/12/16,2016,1130,5-10m,3,1,Pomacentridae,Planktivore,neo.azys,6,17,0.0258,2.943,5.0,0.0855
Adarai,Site.3,09/12/16,2016,1130,5-10m,3,1,Pomacentridae,Planktivore,pom.reid,8,1,0.028,3.024,15.1,0.0151
Adarai,Site.3,09/12/16,2016,1130,5-10m,3,1,Pomacentridae,Planktivore,chy.talb,5,1,0.026,2.926,2.9,0.0029
Adarai,Site.3,09/12/16,2016,1130,5-10m,3,1,Pomacentridae,Planktivore,pom.auri,6,1,0.028,3.024,6.3,0.0063
Adarai,Site.3,09/12/16,2016,1130,5-10m,3,1,Pomacentridae,Planktivore,chr.webe,8,12,0.0229,3.175,16.9,0.2025
Adarai,Site.3,09/12/16,2016,1130,5-10m,3,1,Pomacentridae,Planktivore,chr.webe,9,10,0.0229,3.175,24.5,0.2452
Adarai,Site.3,09/12/16,2016,1130,5-10m,3,1,Pomacentridae,Planktivore,chr.marg,6,5,0.0229,3.175,6.8,0.0338
Adarai,Site.3,09/12/16,2016,1130,5-10m,3,1,Pomacanthidae,grazer,cen.vrol,8,2,0.0745,2.577,15.8,0.0317
Adarai,Site.3,09/12/16,2016,1130,5-10m,3,1,Pomacanthidae,grazer,cen.vrol,9,1,0.0745,2.577,21.4,0.0214
Adarai,Site.3,09/12/16,2016,1130,5-10m,3,1,Pomacanthidae,Grazer,cen.bico,8,1,0.0745,2.577,15.8,0.0158
Adarai,Site.3,09/12/16,2016,1130,5-10m,4,1,Labridae,Picker,hal.timo,5,1,0.0093,3.262,1.8,0.0018
Adarai,Site.3,09/12/16,2016,1130,5-10m,4,1,Labridae,Picker,hal.timo,6,2,0.0093,3.262,3.2,0.0064
Adarai,Site.3,09/12/16,2016,1130,5-10m,4,1,Labridae,Picker,hal.timo,7,1,0.0093,3.262,5.3,0.0053
Adarai,Site.3,09/12/16,2016,1130,5-10m,4,1,Labridae,Picker,hal.timo,8,3,0.0093,3.262,8.2,0.0246
Adarai,Site.3,09/12/16,2016,1130,5-10m,4,1,Labridae,Picker,hal.timo,10,1,0.0093,3.262,17.0,0.0170
Adarai,Site.3,09/12/16,2016,1130,5-10m,4,1,Pomacentridae,Planktivore,neo.azys,7,1,0.0258,2.943,7.9,0.0079
Adarai,Site.3,09/12/16,2016,1130,5-10m,4,1,Pomacentridae,Planktivore,pom.reid,8,1,0.028,3.024,15.1,0.0151
Adarai,Site.3,09/12/16,2016,1130,5-10m,4,1,Pomacentridae,Planktivore,pom.reid,9,1,0.028,3.024,21.5,0.0215
Adarai,Site.3,09/12/16,2016,1130,5-10m,4,1,Pomacentridae,Planktivore,pom.reid,10,2,0.028,3.024,29.6,0.0592
Adarai,Site.3,09/12/16,2016,1130,5-10m,4,1,Pomacentridae,Grazer,pom.ward,7,1,0.028,3.024,10.1,0.0101
Adarai,Site.3,09/12/16,2016,1130,5-10m,4,1,Pomacentridae,Grazer,pom.ward,8,1,0.028,3.024,15.1,0.0151
Adarai,Site.3,09/12/16,2016,1130,5-10m,4,1,Pomacentridae,Planktivore,pom.phil,8,1,0.028,3.024,15.1,0.0151
Adarai,Site.3,09/12/16,2016,1130,5-10m,4,1,Pomacentridae,Planktivore,pom.lepi,6,3,0.0215,3.21,6.8,0.0203
Adarai,Site.3,09/12/16,2016,1130,5-10m,4,1,Pomacentridae,Planktivore,pom.coel,5,3,0.028,3.024,3.6,0.0109
Adarai,Site.3,09/12/16,2016,1130,5-10m,4,1,Pomacentridae,Planktivore,pom.coel,6,17,0.028,3.024,6.3,0.1073
Adarai,Site.3,09/12/16,2016,1130,5-10m,4,1,Pomacentridae,Planktivore,pom.auri,6,12,0.028,3.024,6.3,0.0758
Adarai,Site.3,09/12/16,2016,1130,5-10m,4,1,Pomacentridae,Planktivore,chr.webe,7,1,0.0229,3.175,11.0,0.0110
Adarai,Site.3,09/12/16,2016,1130,5-10m,4,1,Pomacentridae,Planktivore,chr.webe,8,3,0.0229,3.175,16.9,0.0506
Adarai,Site.3,09/12/16,2016,1130,5-10m,4,1,Pomacentridae,Planktivore,chr.marg,5,3,0.0229,3.175,3.8,0.0114
Adarai,Site.3,09/12/16,2016,1130,5-10m,4,1,Pomacentridae,Planktivore,chr.marg,6,9,0.0229,3.175,6.8,0.0609
Adarai,Site.3,09/12/16,2016,1130,5-10m,4,1,Pomacentridae,Planktivore,chr.marg,7,1,0.0229,3.175,11.0,0.0110
Adarai,Site.3,09/12/16,2016,1130,5-10m,4,1,Pomacanthidae,Grazer,cen.vrol,6,2,0.0745,2.577,7.5,0.0151
Adarai,Site.3,09/12/16,2016,1130,5-10m,4,1,Pomacanthidae,Grazer,cen.vrol,7,1,0.0745,2.577,11.2,0.0112
Adarai,Site.3,09/12/16,2016,1130,5-10m,4,1,Pomacanthidae,Grazer,cen.vrol,8,1,0.0745,2.577,15.8,0.0158
Adarai,Site.3,09/12/16,2016,1130,5-10m,4,1,Pomacanthidae,Grazer,cen.vrol,9,1,0.0745,2.577,21.4,0.0214
Adarai,Site.3,09/12/16,2016,1130,5-10m,4,1,Pomacanthidae,Grazer,cen.bico,9,1,0.0745,2.577,21.4,0.0214
Vemasse,Site 1,11/12/16,2016,755,5-10m,1,5,Lutjanidae,Piscivore,lut.boha,45,1,0.0156,3.059,1779.5,1.7795
Vemasse,Site 1,11/12/16,2016,755,5-10m,1,5,Serranidae,Piscivore,cep.urod,20,1,0.0282,2.818,130.8,0.1308
Vemasse,Site 1,11/12/16,2016,755,5-10m,1,5,lutjanidae,Piscivore,lut.gibb,30,10,0.0131,3.138,565.6,5.6556
Vemasse,Site 1,11/12/16,2016,755,5-10m,1,5,Lethrinidae,Planktivore,mon.gran,35,1,0.023,3.022,1066.4,1.0664
Vemasse,Site 1,11/12/16,2016,755,5-10m,1,5,Balistidae,Planktivore,odo.nige,20,1,0.0374,2.919,234.7,0.2347
Vemasse,Site 1,11/12/16,2016,755,5-10m,1,5,Nemipteridae,Grubber,sco.bili,20,1,0.0138,3.174,185.9,0.1859
Vemasse,Site 1,11/12/16,2016,755,5-10m,1,5,Nemipteridae,Grubber,sco.bili,22,1,0.0138,3.174,251.6,0.2516
Vemasse,Site 1,11/12/16,2016,755,5-10m,1,5,Zanclidae,Planktivore,zan.corn,15,1,0.0147,3.37,135.1,0.1351
Vemasse,Site 1,11/12/16,2016,755,5-10m,1,5,Mullidae,Grubber,par.barb,38,1,0.0131,3.122,1120.4,1.1204
Vemasse,Site 1,11/12/16,2016,755,5-10m,1,5,Chaetodontidae,Grazer,cha.vaga,15,2,0.0278,2.973,87.2,0.1744
Vemasse,Site 1,11/12/16,2016,755,5-10m,1,5,Chaetodontidae,Grazer,cha.klei,10,7,0.045,2.814,29.3,0.2053
Vemasse,Site 1,11/12/16,2016,755,5-10m,1,5,Chaetodontidae,Grazer,cha.luns,12,2,0.045,2.814,49.0,0.0980
Vemasse,Site 1,11/12/16,2016,755,5-10m,1,5,Scaridae,Grazer,sca.rubr,32,1,0.0234,2.956,658.3,0.6583
Vemasse,Site 1,11/12/16,2016,755,5-10m,1,5,Scaridae,Grazer,sca.psit,28,1,0.0105,3.319,667.3,0.6673
Vemasse,Site 1,11/12/16,2016,755,5-10m,1,5,Scaridae,Grazer,sca.psit,15,8,0.0105,3.319,84.1,0.6726
Vemasse,Site 1,11/12/16,2016,755,5-10m,1,5,Scaridae,Grazer,sca.quoy,28,1,0.0234,2.956,443.6,0.4436
Vemasse,Site 1,11/12/16,2016,755,5-10m,1,5,Scaridae,Grazer,sca.schl,20,1,0.0231,2.969,168.4,0.1684
Vemasse,Site 1,11/12/16,2016,755,5-10m,1,5,Scaridae,Grazer,chs.sord,30,1,0.0243,2.969,590.4,0.5904
Vemasse,Site 1,11/12/16,2016,755,5-10m,1,5,Acanthuridae,Grubber,cte.stri,12,1,0.0231,3.063,46.7,0.0467
Vemasse,Site 1,11/12/16,2016,755,5-10m,1,5,Acanthuridae,Grubber,cte.stri,17,1,0.0231,3.063,135.7,0.1357
Vemasse,Site 1,11/12/16,2016,755,5-10m,1,5,Acanthuridae,Grubber,cte.stri,18,4,0.0231,3.063,161.6,0.6465
Vemasse,Site 1,11/12/16,2016,755,5-10m,1,5,Acanthuridae,Grubber,cte.stri,20,4,0.0231,3.063,223.2,0.8927
Vemasse,Site 1,11/12/16,2016,755,5-10m,1,5,Acanthuridae,Grazer,zeb.scop,10,6,0.0291,2.993,28.6,0.1718
Vemasse,Site 1,11/12/16,2016,755,5-10m,1,5,Acanthuridae,Grazer,aca.bloc,30,1,0.0251,3.032,755.6,0.7556
Vemasse,Site 1,11/12/16,2016,755,5-10m,1,5,Acanthuridae,Grazer,aca.pyro,25,3,0.028,2.983,414.2,1.2426
Vemasse,Site 1,11/12/16,2016,755,5-10m,1,5,Siganidae,Grazer,sig.doli,28,1,0.0104,3.272,565.1,0.5651
Vemasse,Site 1,11/12/16,2016,755,5-10m,1,5,Siganidae,Grazer,sig.puel,32,2,0.0176,3.028,635.5,1.2710
Vemasse,Site 1,11/12/16,2016,755,5-10m,2,5,Lutjanidae,Piscivore,lut.decu,32,2,0.0151,3.057,602.9,1.2057
Vemasse,Site 1,11/12/16,2016,755,5-10m,2,5,Lutjanidae,Planktivore,mcr.macu,30,1,0.0156,3.059,514.8,0.5148
Vemasse,Site 1,11/12/16,2016,755,5-10m,2,5,Lutjanidae,Planktivore,mcr.macu,32,1,0.0156,3.059,627.2,0.6272
Vemasse,Site 1,11/12/16,2016,755,5-10m,2,5,Balistidae,Grazer,blp.undu,16,1,0.0374,2.919,122.4,0.1224
Vemasse,Site 1,11/12/16,2016,755,5-10m,2,5,Balistidae,Grazer,blp.undu,15,1,0.0374,2.919,101.4,0.1014
Vemasse,Site 1,11/12/16,2016,755,5-10m,2,5,Zanclidae,Planktivore,zan.corn,15,2,0.0147,3.37,135.1,0.2703
Vemasse,Site 1,11/12/16,2016,755,5-10m,2,5,Chaetodontidae,Grazer,cha.klei,10,5,0.045,2.814,29.3,0.1466
Vemasse,Site 1,11/12/16,2016,755,5-10m,2,5,Chaetodontidae,Grazer,cha.luns,12,2,0.045,2.814,49.0,0.0980
Vemasse,Site 1,11/12/16,2016,755,5-10m,2,5,Chaetodontidae,Picker,for.flav,13,2,0.0125,3,27.5,0.0549
Vemasse,Site 1,11/12/16,2016,755,5-10m,2,5,Scaridae,Grazer,chs.blee,32,1,0.01995,3.01,676.8,0.6768
Vemasse,Site 1,11/12/16,2016,755,5-10m,2,5,Scaridae,Grazer,chs.capi,30,1,0.0243,2.969,590.4,0.5904
Vemasse,Site 1,11/12/16,2016,755,5-10m,2,5,Scaridae,Grazer,chs.capi,18,1,0.0243,2.969,129.6,0.1296
Vemasse,Site 1,11/12/16,2016,755,5-10m,2,5,Scaridae,Grazer,chs.sord,32,1,0.0243,2.969,715.1,0.7151
Vemasse,Site 1,11/12/16,2016,755,5-10m,2,5,Scaridae,Grazer,chs.sord,18,1,0.0243,2.969,129.6,0.1296
Vemasse,Site 1,11/12/16,2016,755,5-10m,2,5,Scaridae,Grazer,chs.sord,22,1,0.0243,2.969,235.1,0.2351
Vemasse,Site 1,11/12/16,2016,755,5-10m,2,5,Scaridae,Grazer,sca.nigr,28,1,0.0134,3.16,501.3,0.5013
Vemasse,Site 1,11/12/16,2016,755,5-10m,2,5,Acanthuridae,Grubber,cte.stri,16,1,0.0231,3.063,112.7,0.1127
Vemasse,Site 1,11/12/16,2016,755,5-10m,2,5,Acanthuridae,Grubber,cte.stri,18,4,0.0231,3.063,161.6,0.6465
Vemasse,Site 1,11/12/16,2016,755,5-10m,2,5,Acanthuridae,Grubber,cte.stri,20,1,0.0231,3.063,223.2,0.2232
Vemasse,Site 1,11/12/16,2016,755,5-10m,2,5,Acanthuridae,Grubber,cte.stri,22,5,0.0231,3.063,298.8,1.4942
Vemasse,Site 1,11/12/16,2016,755,5-10m,2,5,Acanthuridae,Grazer,zeb.scop,11,11,0.0291,2.993,38.1,0.4190
Vemasse,Site 1,11/12/16,2016,755,5-10m,2,5,Acanthuridae,Grazer,aca.bloc,32,15,0.0251,3.032,918.9,13.7841
Vemasse,Site 1,11/12/16,2016,755,5-10m,2,5,Acanthuridae,Grazer,aca.pyro,24,1,0.028,2.983,366.7,0.3667
Vemasse,Site 1,11/12/16,2016,755,5-10m,2,5,Acanthuridae,Grazer,aca.pyro,22,1,0.028,2.983,282.9,0.2829
Vemasse,Site 1,11/12/16,2016,755,5-10m,2,5,Scaridae,Grazer,chs.micr,40,1,0.0182,3.03,1301.1,1.3011
Vemasse,Site 1,11/12/16,2016,755,5-10m,2,5,Scaridae,Grazer,chs.micr,43,1,0.0182,3.03,1619.9,1.6199
Vemasse,Site 1,11/12/16,2016,755,5-10m,3,5,Serranidae,Piscivore,var.lout,38,1,0.0122,3.079,892.3,0.8923
Vemasse,Site 1,11/12/16,2016,755,5-10m,3,5,Chaetodontidae,grazer,cha.mela,14,1,0.0267,3.049,83.4,0.0834
Vemasse,Site 1,11/12/16,2016,755,5-10m,3,5,Chaetodontidae,grazer,cha.mela,15,1,0.0267,3.049,102.9,0.1029
Vemasse,Site 1,11/12/16,2016,755,5-10m,3,5,Chaetodontidae,Grazer,cha.baro,12,2,0.045,2.814,49.0,0.0980
Vemasse,Site 1,11/12/16,2016,755,5-10m,3,5,Labridae,Picker,cor.gaim,28,1,0.0065,3.254,332.6,0.3326
Vemasse,Site 1,11/12/16,2016,755,5-10m,3,5,Labridae,Picker,cor.gaim,23,1,0.0065,3.254,175.4,0.1754
Vemasse,Site 1,11/12/16,2016,755,5-10m,3,5,Labridae,Grubber,hem.melt,22,1,0.0242,2.923,203.1,0.2031
Vemasse,Site 1,11/12/16,2016,755,5-10m,3,5,Labridae,Grubber,hem.melt,25,1,0.0242,2.923,295.1,0.2951
Vemasse,Site 1,11/12/16,2016,755,5-10m,3,5,Balistidae,Grazer,blp.undu,15,2,0.0374,2.919,101.4,0.2027
Vemasse,Site 1,11/12/16,2016,755,5-10m,3,5,Balistidae,Grazer,blp.undu,16,1,0.0374,2.919,122.4,0.1224
Vemasse,Site 1,11/12/16,2016,755,5-10m,3,5,Balistidae,Planktivore,mel.vidu,22,1,0.0374,2.919,310.0,0.3100
Vemasse,Site 1,11/12/16,2016,755,5-10m,3,5,Nemipteridae,Grubber,sco.bili,20,1,0.0138,3.174,185.9,0.1859
Vemasse,Site 1,11/12/16,2016,755,5-10m,3,5,Nemipteridae,Grubber,sco.bili,18,1,0.0138,3.174,133.1,0.1331
Vemasse,Site 1,11/12/16,2016,755,5-10m,3,5,Zanclidae,Planktivore,zan.corn,14,2,0.0147,3.37,107.1,0.2142
